"HCPCS CODE","MODIFIER","SHORT DESCRIPTION","PROC STAT","MAC LOCALITY","NON-FACILITY PRICE","FACILITY PRICE","NON-FACILITY LIMITING CHARGE","FACILITY LIMITING CHARGE","CONV FACT","GPCI WORK","GPCI PE","GPCI MP","PROC STAT","PCTC","NOT USED FOR MEDICARE","WORK RVU","NA FLAG FOR NON-FAC PE RVU","NON-FACILITY PE RVU","NA FLAG FOR TRANS NON-FAC PE RVU","TRANSITIONED NON-FAC PE RVU","NA FLG FOR FULLY IMP NON-FAC PE RVU","FULLY IMPLEMENTED NON-FAC PE RVU","NA FLAG FOR TRANS FACILITY PE RVU","NA FLAG FOR FACILITY PE RVU","FACILITY PE RVU","TRANSITIONED FACILITY PE RVU","NA FLAG FOR FULLY IMP FAC PE RVU","FULLY IMPLEMENTED FACILITY PE RVU","MP RVU","NON-FACILITY TOTAL","TRANSITIONED NON-FAC TOTAL","FACILITY TOTAL","TRANSITIONED FACILITY TOTAL","FULLY IMPLEMENTED NON-FAC TOTAL","FULLY IMPLEMENTED FACILITY TOTAL","PCTC","GLOBAL","PRE OP","INTRA OP","POST OP","MULT SURG","BILT SURG","ASST SURG","CO SURG","TEAM SURG","PHYS SUPV","ENDOBASE","CONV FACT","NOT USED FOR MEDICARE","DIAG IMAGING FAMILY IND","OPPS NON-FACILITY PAYMENT AMOUNT<sup>1</sup>","OPPS FACILITY PAYMENT AMOUNT<sup>1</sup>","NON-FAC PE USED FOR OPPS PMT AMT","FACILITY PE USED FOR OPPS PMT AMT","MALPRACTICE USED FOR OPPS PMT AMT",
"D0431","","Diag tst detect mucos abnorm  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0460","","Pulp vitality test            ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0472","","Gross exam, prep & report     ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0473","","Micro exam, prep & report     ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0474","","Micro w exam of surg margins  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0475","","Decalcification procedure     ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0476","","Spec stains for microorganis  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0477","","Spec stains not for microorg  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0478","","Immunohistochemical stains    ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0479","","Tissue in-situ hybridization  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0480","","Cytopath smear prep & report  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0481","","Electron microscopy           ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0482","","Direct immunofluorescence     ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0483","","Indirect immunofluorescence   ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0484","","Consult slides prep elsewher  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0485","","Consult inc prep of slides    ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0502","","Other oral pathology procedu  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0600","","Non-ionizing diag proc        ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0601","","Caries risk assess low risk   ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0602","","Caries risk assess mod risk   ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0603","","Caries risk assess high risk  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0999","","Unspecified diagnostic proce  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D1510","","Space maintainer fxd unilat   ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D1515","","Fixed bilat space maintainer  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D1520","","Remove unilat space maintain  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D1525","","Remove bilat space maintain   ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D1550","","Recement space maintainer     ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D1575","","Dist space maint, fixed unil  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D1999","","Unspecified preventive proc   ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D2999","","Dental unspec restorative pr  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D3460","","Endodontic endosseous implan  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D3999","","Endodontic procedure          ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D4260","","Osseous surgery 4 or more     ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D4263","","Bone replce graft first site  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D4264","","Bone replce graft each add    ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D4268","","Surgical revision procedure   ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D4270","","Pedicle soft tissue graft pr  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D4273","","Auto tissue graft 1st tooth   ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D4277","","Soft tissue graft firsttooth  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D4278","","Soft tissue graft addl tooth  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D4355","","Full mouth debridement        ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D4381","","Localized delivery antimicro  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D5911","","Facial moulage sectional      ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D5912","","Facial moulage complete       ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D5951","","Feeding aid                   ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D5983","","Radiation applicator          ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D5984","","Radiation shield              ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D5985","","Radiation cone locator        ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D5987","","Commissure splint             ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D6052","","Semi precision attach abut    ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D6920","","Dental connector bar          ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7111","","Extraction coronal remnants   ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7140","","Extraction erupted tooth/exr  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7210","","Rem imp tooth w mucoper flp   ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7220","","Impact tooth remov soft tiss  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7230","","Impact tooth remov part bony  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7240","","Impact tooth remov comp bony  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7241","","Impact tooth rem bony w/comp  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7250","","Tooth root removal            ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7260","","Oral antral fistula closure   ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7261","","Primary closure sinus perf    ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7283","","Place device impacted tooth   ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7288","","Brush biopsy                  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7291","","Transseptal fiberotomy        ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7321","","Alveoloplasty not w/extracts  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7511","","Incision/drain abscess intra  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7521","","Incision/drain abscess extra  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7940","","Reshaping bone orthognathic   ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D9110","","Tx dental pain minor proc     ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D9230","","Analgesia                     ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D9248","","Sedation (non-iv)             ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D9630","","Drugs/meds disp for home use  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D9930","","Treatment of complications    ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D9940","","Dental occlusal guard         ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D9950","","Occlusion analysis            ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D9951","","Limited occlusal adjustment   ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D9952","","Complete occlusal adjustment  ","R","1310200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"G0101","","Ca screen;pelvic/breast exam  ","A","1310200","$42.02","$30.41","$45.90","$33.22","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$16.54","$16.54","","","",
"G0102","","Prostate ca screening; dre    ","A","1310200","$23.51","$9.50","$25.69","$10.38","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$6.25","$6.25","","","",
"G0104","","Ca screen;flexi sigmoidscope  ","A","1310200","$190.42","$63.52","$208.03","$69.39","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$30.87","$30.87","","","",
"G0105","","Colorectal scrn; hi risk ind  ","A","1310200","$352.37","$209.06","$384.97","$228.40","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$119.82","$119.82","","","",
"G0105","53","Colorectal scrn; hi risk ind  ","A","1310200","$175.53","$104.28","$191.77","$113.92","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$59.91","$59.91","","","",
"G0106","","Colon ca screen;barium enema  ","A","1310200","$237.66","$237.66","$259.64","NA","35.9996","","","","A","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$36.39","$36.39","","","",
"G0106","TC","Colon ca screen;barium enema  ","A","1310200","$184.60","$184.60","$201.67","NA","35.9996","","","","A","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"G0106","26","Colon ca screen;barium enema  ","A","1310200","$53.06","$53.06","$57.97","$57.97","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$36.39","$36.39","","","",
"G0108","","Diab manage trn  per indiv    ","A","1310200","$57.71","$57.71","$63.04","NA","35.9996","","","","A","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$33.08","$33.08","","","",
"G0109","","Diab manage trn ind/group     ","A","1310200","$15.65","$15.65","$17.09","NA","35.9996","","","","A","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$9.19","$9.19","","","",
"G0117","","Glaucoma scrn hgh risk direc  ","T","1310200","$59.88","$59.88","$65.42","NA","35.9996","","","","T","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$16.54","$16.54","","","",
"G0118","","Glaucoma scrn hgh risk direc  ","T","1310200","$48.33","$48.33","$52.80","NA","35.9996","","","","T","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$6.25","$6.25","","","",
"G0120","","Colon ca scrn; barium enema   ","A","1310200","$240.82","$240.82","$263.09","NA","35.9996","","","","A","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$337.75","$337.75","","","",
"G0120","TC","Colon ca scrn; barium enema   ","A","1310200","$184.60","$184.60","$201.67","NA","35.9996","","","","A","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$281.52","$281.52","","","",
"G0120","26","Colon ca scrn; barium enema   ","A","1310200","$56.22","$56.22","$61.42","$61.42","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$36.39","$36.39","","","",
"G0121","","Colon ca scrn not hi rsk ind  ","A","1310200","$352.82","$209.51","$385.46","$228.89","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$119.82","$119.82","","","",
"G0121","53","Colon ca scrn not hi rsk ind  ","A","1310200","$176.39","$104.73","$192.70","$114.42","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$59.91","$59.91","","","",
"G0124","","Screen c/v thin layer by md   ","A","1310200","$35.56","$35.56","$38.85","$38.85","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$15.44","$15.44","","","",
"G0127","","Trim nail(s)                  ","R","1310200","$27.12","$8.30","$29.62","$9.07","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$6.25","$6.25","","","",
"G0128","","Corf skilled nursing service  ","R","1310200","$8.86","$8.86","$9.68","NA","35.9996","","","","R","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"G0130","","Single energy x-ray study     ","A","1310200","$39.01","$39.01","$42.62","NA","35.9996","","","","A","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$139.70","$139.70","","","",
"G0130","TC","Single energy x-ray study     ","A","1310200","$26.87","$26.87","$29.36","NA","35.9996","","","","A","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$127.56","$127.56","","","",
"G0130","26","Single energy x-ray study     ","A","1310200","$12.14","$12.14","$13.26","$13.26","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$8.09","$8.09","","","",
"G0141","","Scr c/v cyto,autosys and md   ","A","1310200","$35.56","$35.56","$38.85","$38.85","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$15.44","$15.44","","","",
