"HCPCS CODE","MODIFIER","SHORT DESCRIPTION","PROC STAT","MAC LOCALITY","NON-FACILITY PRICE","FACILITY PRICE","NON-FACILITY LIMITING CHARGE","FACILITY LIMITING CHARGE","CONV FACT","GPCI WORK","GPCI PE","GPCI MP","PROC STAT","PCTC","NOT USED FOR MEDICARE","WORK RVU","NA FLAG FOR NON-FAC PE RVU","NON-FACILITY PE RVU","NA FLAG FOR TRANS NON-FAC PE RVU","TRANSITIONED NON-FAC PE RVU","NA FLG FOR FULLY IMP NON-FAC PE RVU","FULLY IMPLEMENTED NON-FAC PE RVU","NA FLAG FOR TRANS FACILITY PE RVU","NA FLAG FOR FACILITY PE RVU","FACILITY PE RVU","TRANSITIONED FACILITY PE RVU","NA FLAG FOR FULLY IMP FAC PE RVU","FULLY IMPLEMENTED FACILITY PE RVU","MP RVU","NON-FACILITY TOTAL","TRANSITIONED NON-FAC TOTAL","FACILITY TOTAL","TRANSITIONED FACILITY TOTAL","FULLY IMPLEMENTED NON-FAC TOTAL","FULLY IMPLEMENTED FACILITY TOTAL","PCTC","GLOBAL","PRE OP","INTRA OP","POST OP","MULT SURG","BILT SURG","ASST SURG","CO SURG","TEAM SURG","PHYS SUPV","ENDOBASE","CONV FACT","NOT USED FOR MEDICARE","DIAG IMAGING FAMILY IND","OPPS NON-FACILITY PAYMENT AMOUNT<sup>1</sup>","OPPS FACILITY PAYMENT AMOUNT<sup>1</sup>","NON-FAC PE USED FOR OPPS PMT AMT","FACILITY PE USED FOR OPPS PMT AMT","MALPRACTICE USED FOR OPPS PMT AMT",
"D0431","","Diag tst detect mucos abnorm  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0460","","Pulp vitality test            ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0472","","Gross exam, prep & report     ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0473","","Micro exam, prep & report     ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0474","","Micro w exam of surg margins  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0475","","Decalcification procedure     ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0476","","Spec stains for microorganis  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0477","","Spec stains not for microorg  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0478","","Immunohistochemical stains    ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0479","","Tissue in-situ hybridization  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0480","","Cytopath smear prep & report  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0481","","Electron microscopy           ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0482","","Direct immunofluorescence     ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0483","","Indirect immunofluorescence   ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0484","","Consult slides prep elsewher  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0485","","Consult inc prep of slides    ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0502","","Other oral pathology procedu  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0600","","Non-ionizing diag proc        ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0601","","Caries risk assess low risk   ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0602","","Caries risk assess mod risk   ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0603","","Caries risk assess high risk  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D0999","","Unspecified diagnostic proce  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D1510","","Space maintainer fxd unilat   ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D1515","","Fixed bilat space maintainer  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D1520","","Remove unilat space maintain  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D1525","","Remove bilat space maintain   ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D1550","","Recement space maintainer     ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D1575","","Dist space maint, fixed unil  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D1999","","Unspecified preventive proc   ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D2999","","Dental unspec restorative pr  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D3460","","Endodontic endosseous implan  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D3999","","Endodontic procedure          ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D4260","","Osseous surgery 4 or more     ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D4263","","Bone replce graft first site  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D4264","","Bone replce graft each add    ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D4268","","Surgical revision procedure   ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D4270","","Pedicle soft tissue graft pr  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D4273","","Auto tissue graft 1st tooth   ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D4277","","Soft tissue graft firsttooth  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D4278","","Soft tissue graft addl tooth  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D4355","","Full mouth debridement        ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D4381","","Localized delivery antimicro  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D5911","","Facial moulage sectional      ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D5912","","Facial moulage complete       ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D5951","","Feeding aid                   ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D5983","","Radiation applicator          ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D5984","","Radiation shield              ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D5985","","Radiation cone locator        ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D5987","","Commissure splint             ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D6052","","Semi precision attach abut    ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D6920","","Dental connector bar          ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7111","","Extraction coronal remnants   ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7140","","Extraction erupted tooth/exr  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7210","","Rem imp tooth w mucoper flp   ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7220","","Impact tooth remov soft tiss  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7230","","Impact tooth remov part bony  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7240","","Impact tooth remov comp bony  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7241","","Impact tooth rem bony w/comp  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7250","","Tooth root removal            ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7260","","Oral antral fistula closure   ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7261","","Primary closure sinus perf    ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7283","","Place device impacted tooth   ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7288","","Brush biopsy                  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7291","","Transseptal fiberotomy        ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7321","","Alveoloplasty not w/extracts  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7511","","Incision/drain abscess intra  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7521","","Incision/drain abscess extra  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D7940","","Reshaping bone orthognathic   ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D9110","","Tx dental pain minor proc     ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D9230","","Analgesia                     ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D9248","","Sedation (non-iv)             ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D9630","","Drugs/meds disp for home use  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D9930","","Treatment of complications    ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D9940","","Dental occlusal guard         ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D9950","","Occlusion analysis            ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D9951","","Limited occlusal adjustment   ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"D9952","","Complete occlusal adjustment  ","R","0810200","$0.00","$0.00","$0.00","$0.00","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"G0101","","Ca screen;pelvic/breast exam  ","A","0810200","$36.07","$26.48","$39.41","$28.93","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$16.20","$16.20","","","",
"G0102","","Prostate ca screening; dre    ","A","0810200","$20.15","$8.57","$22.02","$9.37","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$6.12","$6.12","","","",
"G0104","","Ca screen;flexi sigmoidscope  ","A","0810200","$159.25","$54.37","$173.98","$59.40","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$30.24","$30.24","","","",
"G0105","","Colorectal scrn; hi risk ind  ","A","0810200","$298.65","$180.21","$326.27","$196.88","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$117.36","$117.36","","","",
"G0105","53","Colorectal scrn; hi risk ind  ","A","0810200","$149.02","$90.13","$162.81","$98.47","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$58.68","$58.68","","","",
"G0106","","Colon ca screen;barium enema  ","A","0810200","$200.55","$200.55","$219.10","NA","35.9996","","","","A","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$35.64","$35.64","","","",
"G0106","TC","Colon ca screen;barium enema  ","A","0810200","$152.32","$152.32","$166.41","NA","35.9996","","","","A","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"G0106","26","Colon ca screen;barium enema  ","A","0810200","$48.23","$48.23","$52.69","$52.69","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$35.64","$35.64","","","",
"G0108","","Diab manage trn  per indiv    ","A","0810200","$51.80","$51.80","$56.59","NA","35.9996","","","","A","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$32.40","$32.40","","","",
"G0109","","Diab manage trn ind/group     ","A","0810200","$14.10","$14.10","$15.40","NA","35.9996","","","","A","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$9.00","$9.00","","","",
"G0117","","Glaucoma scrn hgh risk direc  ","T","0810200","$51.54","$51.54","$56.31","NA","35.9996","","","","T","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$16.20","$16.20","","","",
"G0118","","Glaucoma scrn hgh risk direc  ","T","0810200","$40.66","$40.66","$44.42","NA","35.9996","","","","T","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$6.12","$6.12","","","",
"G0120","","Colon ca scrn; barium enema   ","A","0810200","$201.51","$201.51","$220.15","NA","35.9996","","","","A","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$281.38","$281.38","","","",
"G0120","TC","Colon ca scrn; barium enema   ","A","0810200","$152.32","$152.32","$166.41","NA","35.9996","","","","A","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$232.19","$232.19","","","",
"G0120","26","Colon ca scrn; barium enema   ","A","0810200","$49.19","$49.19","$53.74","$53.74","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$35.64","$35.64","","","",
"G0121","","Colon ca scrn not hi rsk ind  ","A","0810200","$298.78","$180.34","$326.42","$197.03","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$117.36","$117.36","","","",
"G0121","53","Colon ca scrn not hi rsk ind  ","A","0810200","$149.49","$90.27","$163.32","$98.62","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$58.68","$58.68","","","",
"G0124","","Screen c/v thin layer by md   ","A","0810200","$31.27","$31.27","$34.17","$34.17","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$15.12","$15.12","","","",
"G0127","","Trim nail(s)                  ","R","0810200","$23.13","$7.58","$25.27","$8.28","35.9996","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$6.12","$6.12","","","",
"G0128","","Corf skilled nursing service  ","R","0810200","$7.08","$7.08","$7.74","NA","35.9996","","","","R","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$0.00","$0.00","","","",
"G0130","","Single energy x-ray study     ","A","0810200","$33.01","$33.01","$36.06","NA","35.9996","","","","A","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$115.27","$115.27","","","",
"G0130","TC","Single energy x-ray study     ","A","0810200","$21.97","$21.97","$24.00","NA","35.9996","","","","A","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$104.23","$104.23","","","",
"G0130","26","Single energy x-ray study     ","A","0810200","$11.03","$11.03","$12.05","$12.05","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$7.92","$7.92","","","",
"G0141","","Scr c/v cyto,autosys and md   ","A","0810200","$31.27","$31.27","$34.17","$34.17","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$15.12","$15.12","","","",
